dataset_id,isolate_id,antibiotic,callable,callable_binary,final_qc_status,contigs,assembly_size_bp,n50_bp,log10_n50_bp,longest_contig_bp,completeness_percent,contamination_percent
HPGP_GLOBAL,ITA-008,clarithromycin,yes,1,PASS,1,1607997,1607997,6.206285234160777,1607997,99.99,0.06
HPGP_GLOBAL,ITA-008,levofloxacin,yes,1,PASS,1,1607997,1607997,6.206285234160777,1607997,99.99,0.06
HPGP_GLOBAL,ITA-009,clarithromycin,yes,1,PASS,1,1689382,1689382,6.227727862557458,1689382,100.0,0.0
HPGP_GLOBAL,ITA-009,levofloxacin,yes,1,PASS,1,1689382,1689382,6.227727862557458,1689382,100.0,0.0
HPGP_GLOBAL,ITA-011,clarithromycin,yes,1,PASS,1,1569490,1569490,6.195758552939116,1569490,99.99,0.37
HPGP_GLOBAL,ITA-011,levofloxacin,yes,1,PASS,1,1569490,1569490,6.195758552939116,1569490,99.99,0.37
HPGP_GLOBAL,ITA-012,clarithromycin,yes,1,PASS,1,1629571,1629571,6.212073287315106,1629571,99.99,0.13
HPGP_GLOBAL,ITA-012,levofloxacin,yes,1,PASS,1,1629571,1629571,6.212073287315106,1629571,99.99,0.13
HPGP_GLOBAL,ITA-013,clarithromycin,yes,1,PASS,1,1617418,1617418,6.208822271999017,1617418,99.99,0.2
HPGP_GLOBAL,ITA-013,levofloxacin,yes,1,PASS,1,1617418,1617418,6.208822271999017,1617418,99.99,0.2
HPGP_GLOBAL,ITA-015,clarithromycin,yes,1,PASS,1,1673871,1673871,6.223721985230176,1673871,99.99,0.04
HPGP_GLOBAL,ITA-015,levofloxacin,yes,1,PASS,1,1673871,1673871,6.223721985230176,1673871,99.99,0.04
HPGP_GLOBAL,ITA-016,clarithromycin,yes,1,PASS,1,1643630,1643630,6.21580405952799,1643630,99.99,0.2
HPGP_GLOBAL,ITA-016,levofloxacin,yes,1,PASS,1,1643630,1643630,6.21580405952799,1643630,99.99,0.2
HPGP_GLOBAL,ITA-022,clarithromycin,yes,1,PASS,1,1644985,1644985,6.216161942135884,1644985,99.99,0.01
HPGP_GLOBAL,ITA-022,levofloxacin,yes,1,PASS,1,1644985,1644985,6.216161942135884,1644985,99.99,0.01
HPGP_GLOBAL,ITA-026,clarithromycin,yes,1,PASS,1,1664760,1664760,6.221351632323721,1664760,99.99,1.0
HPGP_GLOBAL,ITA-026,levofloxacin,yes,1,PASS,1,1664760,1664760,6.221351632323721,1664760,99.99,1.0
HPGP_GLOBAL,ITA-027,clarithromycin,yes,1,PASS,1,1657711,1657711,6.219508819311217,1657711,99.99,0.07
HPGP_GLOBAL,ITA-027,levofloxacin,yes,1,PASS,1,1657711,1657711,6.219508819311217,1657711,99.99,0.07
HPGP_GLOBAL,ITA-028,clarithromycin,yes,1,PASS,1,1620196,1620196,6.2095675556349335,1620196,99.99,0.0
HPGP_GLOBAL,ITA-028,levofloxacin,yes,1,PASS,1,1620196,1620196,6.2095675556349335,1620196,99.99,0.0
HPGP_GLOBAL,ITA-030,clarithromycin,yes,1,PASS,1,1624989,1624989,6.210850425465373,1624989,99.98,0.02
HPGP_GLOBAL,ITA-030,levofloxacin,yes,1,PASS,1,1624989,1624989,6.210850425465373,1624989,99.98,0.02
HPGP_GLOBAL,JAP-002,clarithromycin,yes,1,PASS,1,1562309,1562309,6.193766934613632,1562309,99.98,0.0
HPGP_GLOBAL,JAP-002,levofloxacin,yes,1,PASS,1,1562309,1562309,6.193766934613632,1562309,99.98,0.0
HPGP_GLOBAL,JAP-009,clarithromycin,yes,1,PASS,1,1621311,1621311,6.209866329240185,1621311,99.99,0.24
HPGP_GLOBAL,JAP-009,levofloxacin,yes,1,PASS,1,1621311,1621311,6.209866329240185,1621311,99.99,0.24
HPGP_GLOBAL,JAP-010,clarithromycin,yes,1,PASS,1,1574397,1574397,6.1971142535436385,1574397,99.99,0.02
HPGP_GLOBAL,JAP-010,levofloxacin,yes,1,PASS,1,1574397,1574397,6.1971142535436385,1574397,99.99,0.02
HPGP_GLOBAL,JAP-012,clarithromycin,yes,1,PASS,1,1578055,1578055,6.19812213561627,1578055,99.99,0.01
HPGP_GLOBAL,JAP-012,levofloxacin,yes,1,PASS,1,1578055,1578055,6.19812213561627,1578055,99.99,0.01
HPGP_GLOBAL,JAP-013,clarithromycin,yes,1,PASS,1,1602993,1602993,6.20493162586755,1602993,99.98,0.31
HPGP_GLOBAL,JAP-013,levofloxacin,yes,1,PASS,1,1602993,1602993,6.20493162586755,1602993,99.98,0.31
HPGP_GLOBAL,JAP-015,clarithromycin,yes,1,PASS,1,1584499,1584499,6.199891969436941,1584499,100.0,0.0
HPGP_GLOBAL,JAP-015,levofloxacin,yes,1,PASS,1,1584499,1584499,6.199891969436941,1584499,100.0,0.0
HPGP_GLOBAL,JAP-019,clarithromycin,yes,1,PASS,1,1576864,1576864,6.197794238289894,1576864,99.99,0.01
HPGP_GLOBAL,JAP-019,levofloxacin,yes,1,PASS,1,1576864,1576864,6.197794238289894,1576864,99.99,0.01
HPGP_GLOBAL,JAP-022,clarithromycin,yes,1,PASS,1,1572869,1572869,6.196692552918088,1572869,99.99,0.0
HPGP_GLOBAL,JAP-022,levofloxacin,yes,1,PASS,1,1572869,1572869,6.196692552918088,1572869,99.99,0.0
HPGP_GLOBAL,JAP-028,clarithromycin,yes,1,PASS,1,1606474,1606474,6.205873701099548,1606474,99.99,0.11
HPGP_GLOBAL,JAP-028,levofloxacin,yes,1,PASS,1,1606474,1606474,6.205873701099548,1606474,99.99,0.11
HPGP_GLOBAL,JOR-004,clarithromycin,yes,1,PASS,1,1681362,1681362,6.225661227821954,1681362,99.99,0.14
HPGP_GLOBAL,JOR-004,levofloxacin,yes,1,PASS,1,1681362,1681362,6.225661227821954,1681362,99.99,0.14
HPGP_GLOBAL,JOR-005,clarithromycin,yes,1,PASS,1,1724222,1724222,6.236593182119742,1724222,99.99,0.7
HPGP_GLOBAL,JOR-005,levofloxacin,yes,1,PASS,1,1724222,1724222,6.236593182119742,1724222,99.99,0.7
HPGP_GLOBAL,JOR-006,clarithromycin,yes,1,PASS,1,1725642,1725642,6.236950702415689,1725642,99.99,0.11
HPGP_GLOBAL,JOR-006,levofloxacin,yes,1,PASS,1,1725642,1725642,6.236950702415689,1725642,99.99,0.11
HPGP_GLOBAL,JOR-007,clarithromycin,yes,1,PASS,1,1670567,1670567,6.222863898200298,1670567,99.99,0.05
HPGP_GLOBAL,JOR-007,levofloxacin,yes,1,PASS,1,1670567,1670567,6.222863898200298,1670567,99.99,0.05
HPGP_GLOBAL,JOR-009,clarithromycin,yes,1,PASS,1,1632805,1632805,6.212934321613137,1632805,100.0,0.06
HPGP_GLOBAL,JOR-009,levofloxacin,yes,1,PASS,1,1632805,1632805,6.212934321613137,1632805,100.0,0.06
HPGP_GLOBAL,KAZ-001,clarithromycin,yes,1,PASS,1,1660958,1660958,6.22035865075431,1660958,99.98,0.24
HPGP_GLOBAL,KAZ-001,levofloxacin,yes,1,PASS,1,1660958,1660958,6.22035865075431,1660958,99.98,0.24
HPGP_GLOBAL,KGZ-001,clarithromycin,yes,1,PASS,1,1668232,1668232,6.222256447568756,1668232,99.99,0.05
HPGP_GLOBAL,KGZ-001,levofloxacin,yes,1,PASS,1,1668232,1668232,6.222256447568756,1668232,99.99,0.05
HPGP_GLOBAL,KGZ-004,clarithromycin,yes,1,PASS,1,1676629,1676629,6.224436973710478,1676629,100.0,0.06
HPGP_GLOBAL,KGZ-004,levofloxacin,yes,1,PASS,1,1676629,1676629,6.224436973710478,1676629,100.0,0.06
HPGP_GLOBAL,KGZ-009,clarithromycin,yes,1,PASS,1,1638002,1638002,6.214314427698168,1638002,99.99,0.05
HPGP_GLOBAL,KGZ-009,levofloxacin,yes,1,PASS,1,1638002,1638002,6.214314427698168,1638002,99.99,0.05
HPGP_GLOBAL,KGZ-010,clarithromycin,yes,1,PASS,1,1697762,1697762,6.229876808798842,1697762,100.0,0.0
HPGP_GLOBAL,KGZ-010,levofloxacin,yes,1,PASS,1,1697762,1697762,6.229876808798842,1697762,100.0,0.0
HPGP_GLOBAL,KOR-002,clarithromycin,yes,1,PASS,1,1597612,1597612,6.203471313952162,1597612,99.99,0.14
HPGP_GLOBAL,KOR-002,levofloxacin,yes,1,PASS,1,1597612,1597612,6.203471313952162,1597612,99.99,0.14
HPGP_GLOBAL,KOR-007,clarithromycin,yes,1,PASS,1,1573924,1573924,6.1969837577705045,1573924,99.99,0.03
HPGP_GLOBAL,KOR-007,levofloxacin,yes,1,PASS,1,1573924,1573924,6.1969837577705045,1573924,99.99,0.03
HPGP_GLOBAL,KOR-008,clarithromycin,yes,1,PASS,1,1573168,1573168,6.196775103791126,1573168,99.99,0.0
HPGP_GLOBAL,KOR-008,levofloxacin,yes,1,PASS,1,1573168,1573168,6.196775103791126,1573168,99.99,0.0
HPGP_GLOBAL,KOR-010,clarithromycin,yes,1,PASS,1,1582866,1582866,6.199444150539033,1582866,99.84,0.05
HPGP_GLOBAL,KOR-010,levofloxacin,yes,1,PASS,1,1582866,1582866,6.199444150539033,1582866,99.84,0.05
HPGP_GLOBAL,KOR-013,clarithromycin,yes,1,PASS,1,1620816,1620816,6.209733715206119,1620816,99.99,0.3
HPGP_GLOBAL,KOR-013,levofloxacin,yes,1,PASS,1,1620816,1620816,6.209733715206119,1620816,99.99,0.3
HPGP_GLOBAL,KOR-014,clarithromycin,yes,1,PASS,1,1558002,1558002,6.192568010838732,1558002,100.0,0.0
HPGP_GLOBAL,KOR-014,levofloxacin,yes,1,PASS,1,1558002,1558002,6.192568010838732,1558002,100.0,0.0
HPGP_GLOBAL,KOR-019,clarithromycin,yes,1,PASS,1,1622433,1622433,6.210166771215957,1622433,100.0,0.01
HPGP_GLOBAL,KOR-019,levofloxacin,yes,1,PASS,1,1622433,1622433,6.210166771215957,1622433,100.0,0.01
HPGP_GLOBAL,KOR-022,clarithromycin,yes,1,PASS,1,1566880,1566880,6.1950357371620095,1566880,99.99,0.0
HPGP_GLOBAL,KOR-022,levofloxacin,yes,1,PASS,1,1566880,1566880,6.1950357371620095,1566880,99.99,0.0
HPGP_GLOBAL,KOR-027,clarithromycin,yes,1,PASS,1,1623106,1623106,6.210346883173022,1623106,99.99,0.0
HPGP_GLOBAL,KOR-027,levofloxacin,yes,1,PASS,1,1623106,1623106,6.210346883173022,1623106,99.99,0.0
HPGP_GLOBAL,KOR-028,clarithromycin,yes,1,PASS,1,1571838,1571838,6.1964077838589136,1571838,99.99,0.03
HPGP_GLOBAL,KOR-028,levofloxacin,yes,1,PASS,1,1571838,1571838,6.1964077838589136,1571838,99.99,0.03
HPGP_GLOBAL,KOR-036,clarithromycin,yes,1,PASS,1,1620264,1620264,6.209585782692064,1620264,99.97,0.64
HPGP_GLOBAL,KOR-036,levofloxacin,yes,1,PASS,1,1620264,1620264,6.209585782692064,1620264,99.97,0.64
HPGP_GLOBAL,KOR-041,clarithromycin,yes,1,PASS,1,1605825,1605825,6.205698214868291,1605825,99.97,0.0
HPGP_GLOBAL,KOR-041,levofloxacin,yes,1,PASS,1,1605825,1605825,6.205698214868291,1605825,99.97,0.0
HPGP_GLOBAL,KOR-042,clarithromycin,yes,1,PASS,1,1593735,1593735,6.202416110281319,1593735,99.96,0.0
HPGP_GLOBAL,KOR-042,levofloxacin,yes,1,PASS,1,1593735,1593735,6.202416110281319,1593735,99.96,0.0
HPGP_GLOBAL,KOR-044,clarithromycin,yes,1,PASS,1,1608074,1608074,6.206306030141409,1608074,99.99,0.06
HPGP_GLOBAL,KOR-044,levofloxacin,yes,1,PASS,1,1608074,1608074,6.206306030141409,1608074,99.99,0.06
HPGP_GLOBAL,KOR-046,clarithromycin,yes,1,PASS,1,1611772,1611772,6.20730360685795,1611772,99.99,0.05
HPGP_GLOBAL,KOR-046,levofloxacin,yes,1,PASS,1,1611772,1611772,6.20730360685795,1611772,99.99,0.05
HPGP_GLOBAL,KOR-047,clarithromycin,yes,1,PASS,1,1567034,1567034,6.195078419475734,1567034,99.99,0.0
HPGP_GLOBAL,KOR-047,levofloxacin,yes,1,PASS,1,1567034,1567034,6.195078419475734,1567034,99.99,0.0
HPGP_GLOBAL,KOR-049,clarithromycin,yes,1,PASS,1,1615428,1615428,6.208287606179399,1615428,99.98,0.16
HPGP_GLOBAL,KOR-049,levofloxacin,yes,1,PASS,1,1615428,1615428,6.208287606179399,1615428,99.98,0.16
HPGP_GLOBAL,KOR-050,clarithromycin,yes,1,PASS,1,1611527,1611527,6.20723758620751,1611527,99.99,0.0
HPGP_GLOBAL,KOR-050,levofloxacin,yes,1,PASS,1,1611527,1611527,6.20723758620751,1611527,99.99,0.0
HPGP_GLOBAL,KOR-101,clarithromycin,yes,1,PASS,1,1628820,1628820,6.211873093316482,1628820,99.99,0.01
HPGP_GLOBAL,KOR-101,levofloxacin,yes,1,PASS,1,1628820,1628820,6.211873093316482,1628820,99.99,0.01
HPGP_GLOBAL,KOR-105,clarithromycin,yes,1,PASS,1,1593957,1593957,6.202476601304378,1593957,99.99,0.02
HPGP_GLOBAL,KOR-105,levofloxacin,yes,1,PASS,1,1593957,1593957,6.202476601304378,1593957,99.99,0.02
HPGP_GLOBAL,KOR-109,clarithromycin,yes,1,PASS,1,1610271,1610271,6.206898971622174,1610271,99.99,0.08
HPGP_GLOBAL,KOR-109,levofloxacin,yes,1,PASS,1,1610271,1610271,6.206898971622174,1610271,99.99,0.08
HPGP_GLOBAL,KOR-110,clarithromycin,yes,1,PASS,1,1623221,1623221,6.210377652633671,1623221,99.99,0.03
HPGP_GLOBAL,KOR-110,levofloxacin,yes,1,PASS,1,1623221,1623221,6.210377652633671,1623221,99.99,0.03
HPGP_GLOBAL,KOR-116,clarithromycin,yes,1,PASS,1,1659610,1659610,6.2200060430114394,1659610,99.99,0.29
HPGP_GLOBAL,KOR-116,levofloxacin,yes,1,PASS,1,1659610,1659610,6.2200060430114394,1659610,99.99,0.29
HPGP_GLOBAL,LAT-002,clarithromycin,yes,1,PASS,1,1609167,1609167,6.206601117694367,1609167,99.99,0.09
HPGP_GLOBAL,LAT-002,levofloxacin,yes,1,PASS,1,1609167,1609167,6.206601117694367,1609167,99.99,0.09
HPGP_GLOBAL,LAT-003,clarithromycin,yes,1,PASS,1,1685446,1685446,6.2267148427201136,1685446,99.99,0.08
HPGP_GLOBAL,LAT-003,levofloxacin,yes,1,PASS,1,1685446,1685446,6.2267148427201136,1685446,99.99,0.08
HPGP_GLOBAL,LAT-009,clarithromycin,yes,1,PASS,1,1650243,1650243,6.217547899237396,1650243,99.99,0.01
HPGP_GLOBAL,LAT-009,levofloxacin,yes,1,PASS,1,1650243,1650243,6.217547899237396,1650243,99.99,0.01
HPGP_GLOBAL,LAT-014,clarithromycin,yes,1,PASS,1,1648207,1648207,6.21701175427388,1648207,100.0,0.2
HPGP_GLOBAL,LAT-014,levofloxacin,yes,1,PASS,1,1648207,1648207,6.21701175427388,1648207,100.0,0.2
HPGP_GLOBAL,LAT-015,clarithromycin,yes,1,PASS,1,1639778,1639778,6.214785055425069,1639778,99.99,0.31
HPGP_GLOBAL,LAT-015,levofloxacin,yes,1,PASS,1,1639778,1639778,6.214785055425069,1639778,99.99,0.31
HPGP_GLOBAL,LAT-017,clarithromycin,yes,1,PASS,1,1682262,1682262,6.225893634918014,1682262,99.99,0.03
HPGP_GLOBAL,LAT-017,levofloxacin,yes,1,PASS,1,1682262,1682262,6.225893634918014,1682262,99.99,0.03
HPGP_GLOBAL,LAT-018,clarithromycin,yes,1,PASS,1,1642365,1642365,6.215469681327933,1642365,99.99,0.05
HPGP_GLOBAL,LAT-018,levofloxacin,yes,1,PASS,1,1642365,1642365,6.215469681327933,1642365,99.99,0.05
HPGP_GLOBAL,LAT-019,clarithromycin,yes,1,PASS,1,1647783,1647783,6.2169000179753215,1647783,99.99,0.09
HPGP_GLOBAL,LAT-019,levofloxacin,yes,1,PASS,1,1647783,1647783,6.2169000179753215,1647783,99.99,0.09
HPGP_GLOBAL,LAT-021,clarithromycin,yes,1,PASS,1,1668928,1668928,6.222437600982909,1668928,99.97,0.05
HPGP_GLOBAL,LAT-021,levofloxacin,yes,1,PASS,1,1668928,1668928,6.222437600982909,1668928,99.97,0.05
HPGP_GLOBAL,LAT-023,clarithromycin,yes,1,PASS,1,1645794,1645794,6.216375474702451,1645794,99.99,0.94
HPGP_GLOBAL,LAT-023,levofloxacin,yes,1,PASS,1,1645794,1645794,6.216375474702451,1645794,99.99,0.94
HPGP_GLOBAL,LAT-024,clarithromycin,yes,1,PASS,1,1638412,1638412,6.214423120151875,1638412,99.98,0.14
HPGP_GLOBAL,LAT-024,levofloxacin,yes,1,PASS,1,1638412,1638412,6.214423120151875,1638412,99.98,0.14
HPGP_GLOBAL,LAT-026,clarithromycin,yes,1,PASS,1,1661550,1661550,6.220513414767525,1661550,100.0,0.0
HPGP_GLOBAL,LAT-026,levofloxacin,yes,1,PASS,1,1661550,1661550,6.220513414767525,1661550,100.0,0.0
HPGP_GLOBAL,LAT-027,clarithromycin,yes,1,PASS,1,1604477,1604477,6.20533349591287,1604477,99.99,0.0
HPGP_GLOBAL,LAT-027,levofloxacin,yes,1,PASS,1,1604477,1604477,6.20533349591287,1604477,99.99,0.0
HPGP_GLOBAL,LAT-029,clarithromycin,yes,1,PASS,1,1660539,1660539,6.220249080046354,1660539,99.99,0.0
HPGP_GLOBAL,LAT-029,levofloxacin,yes,1,PASS,1,1660539,1660539,6.220249080046354,1660539,99.99,0.0
HPGP_GLOBAL,LIT-001,clarithromycin,yes,1,PASS,1,1677648,1677648,6.224700843444954,1677648,99.94,0.68
HPGP_GLOBAL,LIT-001,levofloxacin,yes,1,PASS,1,1677648,1677648,6.224700843444954,1677648,99.94,0.68
HPGP_GLOBAL,LIT-003,clarithromycin,yes,1,PASS,1,1650816,1650816,6.2176986694845375,1650816,99.99,0.21
HPGP_GLOBAL,LIT-003,levofloxacin,yes,1,PASS,1,1650816,1650816,6.2176986694845375,1650816,99.99,0.21
HPGP_GLOBAL,LIT-006,clarithromycin,yes,1,PASS,1,1631670,1631670,6.2126323286391845,1631670,99.99,0.08
HPGP_GLOBAL,LIT-006,levofloxacin,yes,1,PASS,1,1631670,1631670,6.2126323286391845,1631670,99.99,0.08
HPGP_GLOBAL,LIT-008,clarithromycin,yes,1,PASS,1,1552010,1552010,6.190894515202342,1552010,99.93,0.0
HPGP_GLOBAL,LIT-008,levofloxacin,yes,1,PASS,1,1552010,1552010,6.190894515202342,1552010,99.93,0.0
HPGP_GLOBAL,LIT-010,clarithromycin,yes,1,PASS,1,1674537,1674537,6.22389474800506,1674537,99.99,0.28
HPGP_GLOBAL,LIT-010,levofloxacin,yes,1,PASS,1,1674537,1674537,6.22389474800506,1674537,99.99,0.28
HPGP_GLOBAL,LIT-013,clarithromycin,yes,1,PASS,1,1654125,1654125,6.218568325506126,1654125,99.99,0.13
HPGP_GLOBAL,LIT-013,levofloxacin,yes,1,PASS,1,1654125,1654125,6.218568325506126,1654125,99.99,0.13
HPGP_GLOBAL,LIT-020,clarithromycin,yes,1,PASS,1,1607678,1607678,6.206199068773926,1607678,100.0,0.04
HPGP_GLOBAL,LIT-020,levofloxacin,yes,1,PASS,1,1607678,1607678,6.206199068773926,1607678,100.0,0.04
HPGP_GLOBAL,LIT-021,clarithromycin,yes,1,PASS,1,1684671,1684671,6.226515099963759,1684671,100.0,0.15
HPGP_GLOBAL,LIT-021,levofloxacin,yes,1,PASS,1,1684671,1684671,6.226515099963759,1684671,100.0,0.15
HPGP_GLOBAL,LIT-025,clarithromycin,yes,1,PASS,1,1667509,1667509,6.222068186600454,1667509,99.99,1.26
HPGP_GLOBAL,LIT-025,levofloxacin,yes,1,PASS,1,1667509,1667509,6.222068186600454,1667509,99.99,1.26
HPGP_GLOBAL,LIT-028,clarithromycin,yes,1,PASS,1,1672940,1672940,6.223480365268319,1672940,99.99,0.29
HPGP_GLOBAL,LIT-028,levofloxacin,yes,1,PASS,1,1672940,1672940,6.223480365268319,1672940,99.99,0.29
HPGP_GLOBAL,LIT-032,clarithromycin,yes,1,PASS,1,1616573,1616573,6.208595320937273,1616573,99.99,0.02
HPGP_GLOBAL,LIT-032,levofloxacin,yes,1,PASS,1,1616573,1616573,6.208595320937273,1616573,99.99,0.02
HPGP_GLOBAL,LIT-041,clarithromycin,yes,1,PASS,1,1657925,1657925,6.219564880362103,1657925,99.96,0.0
HPGP_GLOBAL,LIT-041,levofloxacin,yes,1,PASS,1,1657925,1657925,6.219564880362103,1657925,99.96,0.0
HPGP_GLOBAL,MAL-003,clarithromycin,yes,1,PASS,1,1605592,1605592,6.205635195575274,1605592,99.98,0.37
HPGP_GLOBAL,MAL-003,levofloxacin,yes,1,PASS,1,1605592,1605592,6.205635195575274,1605592,99.98,0.37
HPGP_GLOBAL,MAL-005,clarithromycin,yes,1,PASS,1,1586094,1586094,6.200328922244867,1586094,99.99,0.0
HPGP_GLOBAL,MAL-005,levofloxacin,yes,1,PASS,1,1586094,1586094,6.200328922244867,1586094,99.99,0.0
HPGP_GLOBAL,MAL-006,clarithromycin,yes,1,PASS,1,1664417,1664417,6.22126214293471,1664417,100.0,0.07
HPGP_GLOBAL,MAL-006,levofloxacin,yes,1,PASS,1,1664417,1664417,6.22126214293471,1664417,100.0,0.07
HPGP_GLOBAL,MAL-007,clarithromycin,yes,1,PASS,1,1699103,1699103,6.2302197066946885,1699103,99.99,0.24
HPGP_GLOBAL,MAL-007,levofloxacin,yes,1,PASS,1,1699103,1699103,6.2302197066946885,1699103,99.99,0.24
HPGP_GLOBAL,MAL-012,clarithromycin,yes,1,PASS,1,1591039,1591039,6.201680825326785,1591039,99.99,0.44
HPGP_GLOBAL,MAL-012,levofloxacin,yes,1,PASS,1,1591039,1591039,6.201680825326785,1591039,99.99,0.44
HPGP_GLOBAL,MAL-018,clarithromycin,yes,1,PASS,1,1622971,1622971,6.210310759719949,1622971,99.98,0.0
HPGP_GLOBAL,MAL-018,levofloxacin,yes,1,PASS,1,1622971,1622971,6.210310759719949,1622971,99.98,0.0
HPGP_GLOBAL,MAL-019,clarithromycin,yes,1,PASS,1,1615796,1615796,6.208386528674422,1615796,99.97,0.3
HPGP_GLOBAL,MAL-019,levofloxacin,yes,1,PASS,1,1615796,1615796,6.208386528674422,1615796,99.97,0.3
HPGP_GLOBAL,MAL-021,clarithromycin,yes,1,PASS,1,1658488,1658488,6.219712333526507,1658488,99.99,0.0
HPGP_GLOBAL,MAL-021,levofloxacin,yes,1,PASS,1,1658488,1658488,6.219712333526507,1658488,99.99,0.0
HPGP_GLOBAL,MAL-023,clarithromycin,yes,1,PASS,1,1582641,1582641,6.199382412398133,1582641,100.0,0.42
HPGP_GLOBAL,MAL-023,levofloxacin,yes,1,PASS,1,1582641,1582641,6.199382412398133,1582641,100.0,0.42
HPGP_GLOBAL,MEX-001,clarithromycin,yes,1,PASS,1,1706154,1706154,6.2320182286672114,1706154,99.98,0.06
HPGP_GLOBAL,MEX-001,levofloxacin,yes,1,PASS,1,1706154,1706154,6.2320182286672114,1706154,99.98,0.06
HPGP_GLOBAL,MEX-002,clarithromycin,yes,1,PASS,1,1676517,1676517,6.224407961563681,1676517,99.97,0.22
HPGP_GLOBAL,MEX-002,levofloxacin,yes,1,PASS,1,1676517,1676517,6.224407961563681,1676517,99.97,0.22
HPGP_GLOBAL,MEX-003,clarithromycin,yes,1,PASS,1,1667742,1667742,6.222128866060229,1667742,99.99,0.03
HPGP_GLOBAL,MEX-003,levofloxacin,yes,1,PASS,1,1667742,1667742,6.222128866060229,1667742,99.99,0.03
HPGP_GLOBAL,MEX-004,clarithromycin,yes,1,PASS,1,1621730,1621730,6.209978550694635,1621730,100.0,1.2
HPGP_GLOBAL,MEX-004,levofloxacin,yes,1,PASS,1,1621730,1621730,6.209978550694635,1621730,100.0,1.2
HPGP_GLOBAL,MEX-007,clarithromycin,yes,1,PASS,1,1575038,1575038,6.197291036215288,1575038,99.98,0.87
HPGP_GLOBAL,MEX-007,levofloxacin,yes,1,PASS,1,1575038,1575038,6.197291036215288,1575038,99.98,0.87
HPGP_GLOBAL,MEX-008,clarithromycin,yes,1,PASS,1,1642782,1642782,6.215579935633099,1642782,99.99,0.27
HPGP_GLOBAL,MEX-008,levofloxacin,yes,1,PASS,1,1642782,1642782,6.215579935633099,1642782,99.99,0.27
HPGP_GLOBAL,MEX-009,clarithromycin,yes,1,PASS,1,1569832,1569832,6.195853177646871,1569832,99.99,0.17
HPGP_GLOBAL,MEX-009,levofloxacin,yes,1,PASS,1,1569832,1569832,6.195853177646871,1569832,99.99,0.17
HPGP_GLOBAL,MEX-012,clarithromycin,yes,1,PASS,1,1653021,1653021,6.218278370889165,1653021,99.99,0.0
HPGP_GLOBAL,MEX-012,levofloxacin,yes,1,PASS,1,1653021,1653021,6.218278370889165,1653021,99.99,0.0
HPGP_GLOBAL,MEX-023,clarithromycin,yes,1,PASS,1,1595213,1595213,6.202818680213606,1595213,99.98,0.03
HPGP_GLOBAL,MEX-023,levofloxacin,yes,1,PASS,1,1595213,1595213,6.202818680213606,1595213,99.98,0.03
HPGP_GLOBAL,MEX-024,clarithromycin,yes,1,PASS,1,1657324,1657324,6.219407419497786,1657324,100.0,0.24
HPGP_GLOBAL,MEX-024,levofloxacin,yes,1,PASS,1,1657324,1657324,6.219407419497786,1657324,100.0,0.24
HPGP_GLOBAL,MEX-027,clarithromycin,yes,1,PASS,1,1664528,1664528,6.221291105075873,1664528,99.99,0.1
HPGP_GLOBAL,MEX-027,levofloxacin,yes,1,PASS,1,1664528,1664528,6.221291105075873,1664528,99.99,0.1
HPGP_GLOBAL,MEX-028,clarithromycin,yes,1,PASS,1,1562280,1562280,6.193758873047791,1562280,99.91,0.0
HPGP_GLOBAL,MEX-028,levofloxacin,yes,1,PASS,1,1562280,1562280,6.193758873047791,1562280,99.91,0.0
HPGP_GLOBAL,MEX-032,clarithromycin,yes,1,PASS,1,1631020,1631020,6.212459286507096,1631020,99.99,0.06
HPGP_GLOBAL,MEX-032,levofloxacin,yes,1,PASS,1,1631020,1631020,6.212459286507096,1631020,99.99,0.06
HPGP_GLOBAL,MEX-035,clarithromycin,yes,1,PASS,1,1632040,1632040,6.212730798759993,1632040,99.99,0.01
HPGP_GLOBAL,MEX-035,levofloxacin,yes,1,PASS,1,1632040,1632040,6.212730798759993,1632040,99.99,0.01
HPGP_GLOBAL,MEX-040,clarithromycin,yes,1,PASS,1,1661496,1661496,6.220499300065516,1661496,99.99,0.5
HPGP_GLOBAL,MEX-040,levofloxacin,yes,1,PASS,1,1661496,1661496,6.220499300065516,1661496,99.99,0.5
HPGP_GLOBAL,MEX-041,clarithromycin,yes,1,PASS,1,1653195,1653195,6.218324083111187,1653195,99.99,0.0
HPGP_GLOBAL,MEX-041,levofloxacin,yes,1,PASS,1,1653195,1653195,6.218324083111187,1653195,99.99,0.0
HPGP_GLOBAL,MEX-043,clarithromycin,yes,1,PASS,1,1656016,1656016,6.2190645285105415,1656016,99.99,0.03
HPGP_GLOBAL,MEX-043,levofloxacin,yes,1,PASS,1,1656016,1656016,6.2190645285105415,1656016,99.99,0.03
HPGP_GLOBAL,MEX-046,clarithromycin,yes,1,PASS,1,1694691,1694691,6.229090523053254,1694691,100.0,0.03
HPGP_GLOBAL,MEX-046,levofloxacin,yes,1,PASS,1,1694691,1694691,6.229090523053254,1694691,100.0,0.03
HPGP_GLOBAL,NGA-010,clarithromycin,yes,1,PASS,1,1638223,1638223,6.214373018961373,1638223,99.99,0.01
HPGP_GLOBAL,NGA-010,levofloxacin,yes,1,PASS,1,1638223,1638223,6.214373018961373,1638223,99.99,0.01
