dataset_id,strain,biosample,assembly_accession,genbank_accession,refseq_accession,wgs_accession,assembly_level,coverage,contig_n50,total_length,ftp_genbank,ftp_refseq
HPGP_GLOBAL,HpGP-BRA-022,SAMN19959924,GCA_034745655.1,GCA_034745655.1,,,Complete Genome,1127,1633843,1633843,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/745/655/GCA_034745655.1_ASM3474565v1,
HPGP_GLOBAL,HpGP-BRA-023,SAMN19959925,GCA_034745635.1,GCA_034745635.1,,,Complete Genome,1036,1636227,1636227,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/745/635/GCA_034745635.1_ASM3474563v1,
HPGP_GLOBAL,HpGP-BRA-025,SAMN19959926,GCA_034745615.1,GCA_034745615.1,,,Complete Genome,805,1658306,1658306,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/745/615/GCA_034745615.1_ASM3474561v1,
HPGP_GLOBAL,HpGP-CAN-001,SAMN19959927,GCA_034745595.1,GCA_034745595.1,,,Complete Genome,809,1625325,1625325,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/745/595/GCA_034745595.1_ASM3474559v1,
HPGP_GLOBAL,HpGP-CAN-002,SAMN19959928,GCA_034745575.1,GCA_034745575.1,,,Complete Genome,438,1681404,1681404,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/745/575/GCA_034745575.1_ASM3474557v1,
HPGP_GLOBAL,HpGP-CAN-004,SAMN19959929,GCA_034745555.1,GCA_034745555.1,,,Complete Genome,815,1648710,1648710,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/745/555/GCA_034745555.1_ASM3474555v1,
HPGP_GLOBAL,HpGP-CAN-006,SAMN19959930,GCA_034745535.1,GCA_034745535.1,,,Complete Genome,1101,1526349,1526349,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/745/535/GCA_034745535.1_ASM3474553v1,
HPGP_GLOBAL,HpGP-CAN-007,SAMN19959931,GCA_034745515.1,GCA_034745515.1,,,Complete Genome,569,1550050,1550050,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/745/515/GCA_034745515.1_ASM3474551v1,
HPGP_GLOBAL,HpGP-CAN-008,SAMN19959932,GCA_034745495.1,GCA_034745495.1,,,Complete Genome,3380,1676873,1676873,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/745/495/GCA_034745495.1_ASM3474549v1,
HPGP_GLOBAL,HpGP-CAN-010,SAMN19959933,GCA_034745475.1,GCA_034745475.1,,,Complete Genome,618,1500054,1500054,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/745/475/GCA_034745475.1_ASM3474547v1,
HPGP_GLOBAL,HpGP-CAN-011,SAMN19959934,GCA_034745235.1,GCA_034745235.1,,,Complete Genome,867,1523599,1523599,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/745/235/GCA_034745235.1_ASM3474523v1,
HPGP_GLOBAL,HpGP-CAN-012,SAMN19959935,GCA_034743195.1,GCA_034743195.1,,,Complete Genome,644,1712659,1712659,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/743/195/GCA_034743195.1_ASM3474319v1,
HPGP_GLOBAL,HpGP-CAN-014,SAMN19959936,GCA_034741135.1,GCA_034741135.1,,,Complete Genome,711,1678426,1678426,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/741/135/GCA_034741135.1_ASM3474113v1,
HPGP_GLOBAL,HpGP-CAN-015,SAMN19959937,GCA_034739015.1,GCA_034739015.1,,,Complete Genome,882,1498341,1498341,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/739/015/GCA_034739015.1_ASM3473901v1,
HPGP_GLOBAL,HpGP-CAN-016,SAMN19959938,GCA_034736935.1,GCA_034736935.1,,,Complete Genome,2922,1534483,1534483,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/736/935/GCA_034736935.1_ASM3473693v1,
HPGP_GLOBAL,HpGP-CAN-017,SAMN19959939,GCA_034734955.1,GCA_034734955.1,,,Complete Genome,3277,1685229,1685229,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/734/955/GCA_034734955.1_ASM3473495v1,
HPGP_GLOBAL,HpGP-CHI-207,SAMN19959951,GCA_034732355.1,GCA_034732355.1,,,Complete Genome,2211,1647762,1647762,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/732/355/GCA_034732355.1_ASM3473235v1,
HPGP_GLOBAL,HpGP-CHI-204,SAMN19959950,GCA_034729665.1,GCA_034729665.1,,,Complete Genome,3217,1717428,1717428,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/729/665/GCA_034729665.1_ASM3472966v1,
HPGP_GLOBAL,HpGP-CHI-208,SAMN19959952,GCA_034727055.1,GCA_034727055.1,,,Complete Genome,2356,1627837,1627837,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/727/055/GCA_034727055.1_ASM3472705v1,
HPGP_GLOBAL,HpGP-CHI-209,SAMN19959953,GCA_034724305.1,GCA_034724305.1,,,Complete Genome,3217,1680211,1680211,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/724/305/GCA_034724305.1_ASM3472430v1,
HPGP_GLOBAL,HpGP-CHI-210,SAMN19959954,GCA_034721655.1,GCA_034721655.1,,,Complete Genome,3821,1663484,1663484,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/721/655/GCA_034721655.1_ASM3472165v1,
HPGP_GLOBAL,HpGP-CHI-212,SAMN19959955,GCA_034719555.1,GCA_034719555.1,,,Complete Genome,3208,1714691,1714691,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/719/555/GCA_034719555.1_ASM3471955v1,
HPGP_GLOBAL,HpGP-CHN-001,SAMN19959956,GCA_034717015.1,GCA_034717015.1,,,Complete Genome,1388,1597930,1597930,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/717/015/GCA_034717015.1_ASM3471701v1,
HPGP_GLOBAL,HpGP-CHN-002,SAMN19959957,GCA_034715615.1,GCA_034715615.1,,,Complete Genome,480,1583850,1583850,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/715/615/GCA_034715615.1_ASM3471561v1,
HPGP_GLOBAL,HpGP-CHN-003,SAMN19959958,GCA_034714475.1,GCA_034714475.1,,,Complete Genome,426,1622740,1622740,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/714/475/GCA_034714475.1_ASM3471447v1,
HPGP_GLOBAL,HpGP-CHN-004,SAMN19959959,GCA_034713495.1,GCA_034713495.1,,,Complete Genome,576,1584715,1584715,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/713/495/GCA_034713495.1_ASM3471349v1,
HPGP_GLOBAL,HpGP-CHN-005,SAMN19959960,GCA_034712515.1,GCA_034712515.1,,,Complete Genome,588,1637091,1637091,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/712/515/GCA_034712515.1_ASM3471251v1,
HPGP_GLOBAL,HpGP-CHN-006,SAMN19959961,GCA_034711735.1,GCA_034711735.1,,,Complete Genome,1583,1574747,1574747,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/711/735/GCA_034711735.1_ASM3471173v1,
HPGP_GLOBAL,HpGP-CHN-007,SAMN19959962,GCA_034710915.1,GCA_034710915.1,,,Complete Genome,595,1587630,1587630,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/710/915/GCA_034710915.1_ASM3471091v1,
HPGP_GLOBAL,HpGP-CHN-008,SAMN19959963,GCA_034710035.1,GCA_034710035.1,,,Complete Genome,614,1640011,1640011,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/710/035/GCA_034710035.1_ASM3471003v1,
HPGP_GLOBAL,HpGP-CHN-009,SAMN19959964,GCA_034709195.1,GCA_034709195.1,,,Complete Genome,636,1577879,1577879,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/709/195/GCA_034709195.1_ASM3470919v1,
HPGP_GLOBAL,HpGP-CHN-010,SAMN19959965,GCA_034707895.1,GCA_034707895.1,,,Complete Genome,599,1650269,1650269,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/707/895/GCA_034707895.1_ASM3470789v1,
HPGP_GLOBAL,HpGP-COG-001,SAMN19959966,GCA_034706935.1,GCA_034706935.1,,,Complete Genome,536,1630386,1630386,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/706/935/GCA_034706935.1_ASM3470693v1,
HPGP_GLOBAL,HpGP-COG-002,SAMN19959967,GCA_034705995.1,GCA_034705995.1,,,Complete Genome,545,1704117,1704117,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/705/995/GCA_034705995.1_ASM3470599v1,
HPGP_GLOBAL,HpGP-CHI-010,SAMN11784160,GCA_034701225.1,GCA_034701225.1,,,Chromosome,950,1562344,1639546,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/701/225/GCA_034701225.1_ASM3470122v1,
HPGP_GLOBAL,HpGP-CHI-110,SAMN12232481,GCA_034699335.1,GCA_034699335.1,,,Chromosome,2856,993199,1626782,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/699/335/GCA_034699335.1_ASM3469933v1,
HPGP_GLOBAL,HpGP-ARG-002,SAMN18038692,GCA_034697585.1,GCA_034697585.1,,,Complete Genome,191,1639097,1639097,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/697/585/GCA_034697585.1_ASM3469758v1,
HPGP_GLOBAL,HpGP-26695-ATCC,SAMN19959868,GCA_034695665.1,GCA_034695665.1,,,Complete Genome,456,1667920,1667920,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/695/665/GCA_034695665.1_ASM3469566v1,
HPGP_GLOBAL,HpGP-ALG-001,SAMN19959869,GCA_034693425.1,GCA_034693425.1,,,Complete Genome,968,1631355,1631355,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/693/425/GCA_034693425.1_ASM3469342v1,
HPGP_GLOBAL,HpGP-ALG-004,SAMN19959872,GCA_034692485.1,GCA_034692485.1,,,Complete Genome,2862,1636089,1636089,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/692/485/GCA_034692485.1_ASM3469248v1,
HPGP_GLOBAL,HpGP-ALG-002,SAMN19959870,GCA_034692205.1,GCA_034692205.1,,,Complete Genome,1376,1636597,1636597,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/692/205/GCA_034692205.1_ASM3469220v1,
HPGP_GLOBAL,HpGP-ALG-003,SAMN19959871,GCA_034691725.1,GCA_034691725.1,,,Complete Genome,834,1653596,1653596,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/691/725/GCA_034691725.1_ASM3469172v1,
HPGP_GLOBAL,HpGP-ALG-005,SAMN19959873,GCA_034691625.1,GCA_034691625.1,,,Complete Genome,1045,1563520,1563520,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/691/625/GCA_034691625.1_ASM3469162v1,
HPGP_GLOBAL,HpGP-ALG-006,SAMN19959874,GCA_034691325.1,GCA_034691325.1,,,Complete Genome,2831,1617933,1617933,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/691/325/GCA_034691325.1_ASM3469132v1,
HPGP_GLOBAL,HpGP-ALG-007,SAMN19959875,GCA_034690485.1,GCA_034690485.1,,,Complete Genome,1607,1612412,1612412,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/690/485/GCA_034690485.1_ASM3469048v1,
HPGP_GLOBAL,HpGP-ALG-008,SAMN19959876,GCA_034689985.1,GCA_034689985.1,,,Complete Genome,1054,1641827,1641827,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/689/985/GCA_034689985.1_ASM3468998v1,
HPGP_GLOBAL,HpGP-ALG-009,SAMN19959877,GCA_034689205.1,GCA_034689205.1,,,Complete Genome,649,1584247,1584247,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/689/205/GCA_034689205.1_ASM3468920v1,
HPGP_GLOBAL,HpGP-ALG-010,SAMN19959878,GCA_034688185.1,GCA_034688185.1,,,Complete Genome,400,1629562,1629562,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/688/185/GCA_034688185.1_ASM3468818v1,
HPGP_GLOBAL,HpGP-ARG-001,SAMN19959879,GCA_034687045.1,GCA_034687045.1,,,Complete Genome,653,1624657,1624657,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/687/045/GCA_034687045.1_ASM3468704v1,
HPGP_GLOBAL,HpGP-ARG-003,SAMN19959880,GCA_034686345.1,GCA_034686345.1,,,Complete Genome,184,1614729,1614729,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/686/345/GCA_034686345.1_ASM3468634v1,
HPGP_GLOBAL,HpGP-ARG-004,SAMN19959881,GCA_034685685.1,GCA_034685685.1,,,Complete Genome,282,1564050,1564050,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/685/685/GCA_034685685.1_ASM3468568v1,
HPGP_GLOBAL,HpGP-ARG-005,SAMN19959882,GCA_034685225.1,GCA_034685225.1,,,Complete Genome,250,1621840,1621840,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/685/225/GCA_034685225.1_ASM3468522v1,
HPGP_GLOBAL,HpGP-ARG-006,SAMN19959883,GCA_034684225.1,GCA_034684225.1,,,Complete Genome,3504,1616607,1616607,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/684/225/GCA_034684225.1_ASM3468422v1,
HPGP_GLOBAL,HpGP-ARG-007,SAMN19959884,GCA_034683685.1,GCA_034683685.1,,,Complete Genome,178,1696855,1696855,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/683/685/GCA_034683685.1_ASM3468368v1,
HPGP_GLOBAL,HpGP-ARG-008,SAMN19959885,GCA_034682435.1,GCA_034682435.1,,,Complete Genome,929,1610666,1610666,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/682/435/GCA_034682435.1_ASM3468243v1,
HPGP_GLOBAL,HpGP-CAN-018,SAMN19959940,GCA_034681795.1,GCA_034681795.1,,,Complete Genome,3460,1483503,1483503,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/681/795/GCA_034681795.1_ASM3468179v1,
HPGP_GLOBAL,HpGP-CAN-019,SAMN19959941,GCA_034680705.1,GCA_034680705.1,,,Complete Genome,4290,1532685,1532685,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/680/705/GCA_034680705.1_ASM3468070v1,
HPGP_GLOBAL,HpGP-CAN-020,SAMN19959942,GCA_034678245.1,GCA_034678245.1,,,Complete Genome,3113,1546036,1546036,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/678/245/GCA_034678245.1_ASM3467824v1,
HPGP_GLOBAL,HpGP-CAN-022,SAMN19959943,GCA_034676745.1,GCA_034676745.1,,,Complete Genome,3960,1646971,1646971,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/676/745/GCA_034676745.1_ASM3467674v1,
HPGP_GLOBAL,HpGP-CAN-023,SAMN19959944,GCA_034674805.1,GCA_034674805.1,,,Complete Genome,3491,1550091,1550091,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/674/805/GCA_034674805.1_ASM3467480v1,
HPGP_GLOBAL,HpGP-CAN-025,SAMN19959945,GCA_034674165.1,GCA_034674165.1,,,Complete Genome,3593,1642263,1642263,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/674/165/GCA_034674165.1_ASM3467416v1,
HPGP_GLOBAL,HpGP-CAN-026,SAMN19959946,GCA_034673645.1,GCA_034673645.1,,,Complete Genome,3972,1634610,1634610,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/673/645/GCA_034673645.1_ASM3467364v1,
HPGP_GLOBAL,HpGP-CHI-022,SAMN19959947,GCA_034672865.1,GCA_034672865.1,,,Complete Genome,1844,1666738,1666738,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/672/865/GCA_034672865.1_ASM3467286v1,
HPGP_GLOBAL,HpGP-CHI-101,SAMN19959948,GCA_034672285.1,GCA_034672285.1,,,Complete Genome,912,1663635,1663635,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/672/285/GCA_034672285.1_ASM3467228v1,
HPGP_GLOBAL,HpGP-CHI-103,SAMN19959949,GCA_034671845.1,GCA_034671845.1,,,Complete Genome,1226,1675387,1675387,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/671/845/GCA_034671845.1_ASM3467184v1,
HPGP_GLOBAL,HpGP-FRA-030,SAMN12232094,GCA_023207355.1,GCA_023207355.1,,,Complete Genome,100,1555921,1555921,,
HPGP_GLOBAL,HpGP-FRA-029,SAMN12232090,GCA_023207215.1,GCA_023207215.1,,,Complete Genome,100,1582523,1582523,,
HPGP_GLOBAL,HpGP-FRA-028,SAMN12232078,GCA_023207095.1,GCA_023207095.1,,,Complete Genome,100,1649562,1649562,,
HPGP_GLOBAL,HpGP-FRA-027,SAMN12232053,GCA_023206975.1,GCA_023206975.1,,,Complete Genome,100,1575692,1575692,,
HPGP_GLOBAL,HpGP-FRA-026,SAMN12232052,GCA_023206855.1,GCA_023206855.1,,,Complete Genome,100,1558143,1558143,,
HPGP_GLOBAL,HpGP-FRA-024,SAMN12232045,GCA_023206835.1,GCA_023206835.1,,,Complete Genome,100,1612338,1612338,,
HPGP_GLOBAL,HpGP-FRA-023,SAMN12232044,GCA_023206815.1,GCA_023206815.1,,,Complete Genome,100,1655639,1655639,,
US_MAYO_2025,HP_592,SAMN48033371,GCA_052047395.1,GCA_052047395.1,,JBPGUX01,Contig,771.087,87113,1671188,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/047/395/GCA_052047395.1_ASM5204739v1,
US_MAYO_2025,HP_593,SAMN48033372,GCA_052047375.1,GCA_052047375.1,,JBPGUW01,Contig,948.392,61000,1621940,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/047/375/GCA_052047375.1_ASM5204737v1,
US_MAYO_2025,HP_594,SAMN48033373,GCA_052047355.1,GCA_052047355.1,,JBPGUV01,Contig,9.735,2563,1359114,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/047/355/GCA_052047355.1_ASM5204735v1,
US_MAYO_2025,HP_595,SAMN48033374,GCA_052047335.1,GCA_052047335.1,,JBPGUU01,Contig,891.671,104628,1563221,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/047/335/GCA_052047335.1_ASM5204733v1,
US_MAYO_2025,HP_596,SAMN48033375,GCA_052047315.1,GCA_052047315.1,,JBPGUT01,Contig,1180.6,145137,1599234,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/047/315/GCA_052047315.1_ASM5204731v1,
US_MAYO_2025,HP_598,SAMN48033376,GCA_052047295.1,GCA_052047295.1,,JBPGUS01,Contig,877.009,64252,1593642,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/047/295/GCA_052047295.1_ASM5204729v1,
US_MAYO_2025,HP_599,SAMN48033377,GCA_052047275.1,GCA_052047275.1,,JBPGUR01,Contig,903.119,89579,1603017,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/047/275/GCA_052047275.1_ASM5204727v1,
US_MAYO_2025,HP_600,SAMN48033378,GCA_052047255.1,GCA_052047255.1,,JBPGUQ01,Contig,863.937,50552,1579672,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/047/255/GCA_052047255.1_ASM5204725v1,
US_MAYO_2025,HP_601,SAMN48033379,GCA_052047235.1,GCA_052047235.1,,JBPGUP01,Contig,747.345,151898,1639268,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/047/235/GCA_052047235.1_ASM5204723v1,
US_MAYO_2025,HP_603,SAMN48033381,GCA_052047215.1,GCA_052047215.1,,JBPGUN01,Contig,821.252,41328,1570302,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/047/215/GCA_052047215.1_ASM5204721v1,
US_MAYO_2025,HP_602,SAMN48033380,GCA_052047195.1,GCA_052047195.1,,JBPGUO01,Contig,1484.88,133244,1673989,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/047/195/GCA_052047195.1_ASM5204719v1,
US_MAYO_2025,HP_604,SAMN48033382,GCA_052047175.1,GCA_052047175.1,,JBPGUM01,Contig,1071.75,107319,1606127,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/047/175/GCA_052047175.1_ASM5204717v1,
US_MAYO_2025,HP_605,SAMN48033383,GCA_052047155.1,GCA_052047155.1,,JBPGUL01,Contig,1034.06,126152,1645707,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/047/155/GCA_052047155.1_ASM5204715v1,
US_MAYO_2025,HP_608,SAMN48033385,GCA_052047135.1,GCA_052047135.1,,JBPGUJ01,Contig,981.365,60814,1587707,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/047/135/GCA_052047135.1_ASM5204713v1,
US_MAYO_2025,HP_607,SAMN48033384,GCA_052047115.1,GCA_052047115.1,,JBPGUK01,Contig,864.199,80143,1643899,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/047/115/GCA_052047115.1_ASM5204711v1,
US_MAYO_2025,HP_610,SAMN48033386,GCA_052047095.1,GCA_052047095.1,,JBPGUI01,Contig,871.213,158194,1627537,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/047/095/GCA_052047095.1_ASM5204709v1,
US_MAYO_2025,HP_612,SAMN48033388,GCA_052047075.1,GCA_052047075.1,,JBPGUG01,Contig,683.853,125196,1570718,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/047/075/GCA_052047075.1_ASM5204707v1,
US_MAYO_2025,HP_611,SAMN48033387,GCA_052047055.1,GCA_052047055.1,,JBPGUH01,Contig,1392.09,116723,1615058,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/047/055/GCA_052047055.1_ASM5204705v1,
US_MAYO_2025,HP_613,SAMN48033389,GCA_052047035.1,GCA_052047035.1,,JBPGUF01,Contig,728.417,126745,1623496,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/047/035/GCA_052047035.1_ASM5204703v1,
US_MAYO_2025,HP_614,SAMN48033390,GCA_052047015.1,GCA_052047015.1,,JBPGUE01,Contig,862.81,132164,1623595,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/047/015/GCA_052047015.1_ASM5204701v1,
US_MAYO_2025,HP_615,SAMN48033391,GCA_052046995.1,GCA_052046995.1,,JBPGUD01,Contig,841.029,80777,1663015,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/046/995/GCA_052046995.1_ASM5204699v1,
US_MAYO_2025,HP_616,SAMN48033392,GCA_052046975.1,GCA_052046975.1,,JBPGUC01,Contig,937.443,173059,1577662,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/046/975/GCA_052046975.1_ASM5204697v1,
US_MAYO_2025,HP_617,SAMN48033393,GCA_052046955.1,GCA_052046955.1,,JBPGUB01,Contig,978.31,148425,1594276,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/046/955/GCA_052046955.1_ASM5204695v1,
US_MAYO_2025,HP_618,SAMN48033394,GCA_052046935.1,GCA_052046935.1,,JBPGUA01,Contig,966.29,81203,1655628,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/046/935/GCA_052046935.1_ASM5204693v1,
US_MAYO_2025,HP_620,SAMN48033395,GCA_052046915.1,GCA_052046915.1,,JBPGTZ01,Contig,1485.64,64368,1569928,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/046/915/GCA_052046915.1_ASM5204691v1,
US_MAYO_2025,HP_622,SAMN48033397,GCA_052046895.1,GCA_052046895.1,,JBPGTX01,Contig,981.169,78219,1618545,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/046/895/GCA_052046895.1_ASM5204689v1,
US_MAYO_2025,HP_621,SAMN48033396,GCA_052046875.1,GCA_052046875.1,,JBPGTY01,Contig,1066.97,75041,1685632,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/046/875/GCA_052046875.1_ASM5204687v1,
US_MAYO_2025,HP_623,SAMN48033398,GCA_052046855.1,GCA_052046855.1,,JBPGTW01,Contig,807.945,52624,1590656,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/046/855/GCA_052046855.1_ASM5204685v1,
US_MAYO_2025,HP_624,SAMN48033399,GCA_052046835.1,GCA_052046835.1,,JBPGTV01,Contig,805.115,65197,1668470,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/046/835/GCA_052046835.1_ASM5204683v1,
US_MAYO_2025,HP_625,SAMN48033400,GCA_052046815.1,GCA_052046815.1,,JBPGTU01,Contig,644.757,93484,1586494,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/046/815/GCA_052046815.1_ASM5204681v1,
US_MAYO_2025,HP_626,SAMN48033401,GCA_052046795.1,GCA_052046795.1,,JBPGTT01,Contig,877.401,218942,1663183,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/046/795/GCA_052046795.1_ASM5204679v1,
US_MAYO_2025,HP_627,SAMN48033402,GCA_052046775.1,GCA_052046775.1,,JBPGTS01,Contig,767.59,74232,1594033,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/046/775/GCA_052046775.1_ASM5204677v1,
US_MAYO_2025,HP_628,SAMN48033403,GCA_052046755.1,GCA_052046755.1,,JBPGTR01,Contig,877.988,51207,1617012,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/046/755/GCA_052046755.1_ASM5204675v1,
US_MAYO_2025,HP_630,SAMN48033405,GCA_052046715.1,GCA_052046715.1,,JBPGTP01,Contig,699.222,134919,1637308,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/046/715/GCA_052046715.1_ASM5204671v1,
US_MAYO_2025,HP_631,SAMN48033406,GCA_052046695.1,GCA_052046695.1,,JBPGTO01,Contig,804.113,35208,1636416,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/046/695/GCA_052046695.1_ASM5204669v1,
US_MAYO_2025,HP_629,SAMN48033404,GCA_052046675.1,GCA_052046675.1,,JBPGTQ01,Contig,1158.56,83883,1607766,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/046/675/GCA_052046675.1_ASM5204667v1,
US_MAYO_2025,HP_633,SAMN48033408,GCA_052046655.1,GCA_052046655.1,,JBPGTM01,Contig,831.041,65746,1606429,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/046/655/GCA_052046655.1_ASM5204665v1,
US_MAYO_2025,HP_632,SAMN48033407,GCA_052046635.1,GCA_052046635.1,,JBPGTN01,Contig,905.831,97969,1584787,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/046/635/GCA_052046635.1_ASM5204663v1,
US_MAYO_2025,HP_634,SAMN48033409,GCA_052046615.1,GCA_052046615.1,,JBPGTL01,Contig,1263.16,34351,1580805,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/046/615/GCA_052046615.1_ASM5204661v1,
